Site_ID,adipose tissue,adrenal gland,blood,bone,bone marrow,brain,breast,cartilage,colon,esophagus,fallopian tube,kidney,liver,lung,muscle,nasopharynx,nose,pancreas,placenta,prostate,skin,spleen,stomach,testis,thyroid gland,tongue,urinary bladder
58339,0.98,0.98,0.98,0.99,0.97,0.97,0.99,0.98,0.99,0.98,0.98,0.98,0.98,0.99,0.98,0.97,0.98,0.98,0.98,0.96,0.98,0.98,0.99,0.87,0.98,0.98,0.99
59425,0.11,0.31,0.11,0.16,0.09,0.09,0.14,0.08,0.28,0.18,0.18,0.11,0.14,0.15,0.11,0.24,0.13,0.16,0.12,0.15,0.09,0.21,0.26,0.12,0.11,0.14,0.17
59504,0.87,0.89,0.87,0.8,0.87,0.86,0.88,0.89,0.82,0.85,0.74,0.9,0.9,0.88,0.86,0.83,0.85,0.88,0.49,0.88,0.86,0.79,0.83,0.61,0.91,0.88,0.85
59984,0.94,0.94,0.95,0.93,0.95,0.94,0.91,0.94,0.94,0.93,0.92,0.96,0.95,0.95,0.93,0.95,0.92,0.94,0.74,0.92,0.91,0.92,0.95,0.78,0.94,0.92,0.94
60075,0.97,0.99,0.98,0.97,0.96,0.98,0.98,0.97,0.98,0.98,0.98,0.97,0.98,0.98,0.97,0.99,0.98,0.98,0.93,0.96,0.98,0.97,0.98,0.81,0.98,0.97,0.97
60123,0.94,0.95,0.94,0.91,0.94,0.93,0.93,0.94,0.96,0.94,0.92,0.94,0.92,0.95,0.94,0.96,0.96,0.92,0.77,0.94,0.96,0.92,0.95,0.61,0.95,0.95,0.94
60246,0.96,0.96,0.95,0.85,0.92,0.88,0.94,0.95,0.96,0.95,0.94,0.96,0.96,0.96,0.95,0.97,0.96,0.96,0.96,0.95,0.96,0.93,0.97,0.69,0.97,0.96,0.96
60768,0.96,0.85,0.98,0.96,0.97,0.1,0.95,0.72,0.96,0.97,0.97,0.87,0.97,0.97,0.94,0.99,0.98,0.92,0.97,0.94,0.91,0.97,0.97,0.93,0.93,0.94,0.95
60883,0.92,0.95,0.91,0.92,0.93,0.94,0.93,0.94,0.94,0.94,0.9,0.96,0.94,0.94,0.93,0.96,0.93,0.95,0.92,0.91,0.93,0.89,0.94,0.66,0.95,0.96,0.96
61030,0.94,0.95,0.94,0.93,0.95,0.95,0.92,0.95,0.94,0.94,0.87,0.95,0.96,0.96,0.94,0.96,0.91,0.95,0.74,0.94,0.93,0.94,0.95,0.77,0.92,0.95,0.96
61216,0.96,0.98,0.96,0.96,0.96,0.97,0.96,0.97,0.97,0.96,0.96,0.96,0.97,0.98,0.97,0.98,0.96,0.96,0.65,0.97,0.97,0.95,0.98,0.79,0.96,0.96,0.97
61486,0.92,0.93,0.94,0.9,0.93,0.7,0.87,0.94,0.95,0.93,0.91,0.92,0.94,0.94,0.9,0.95,0.95,0.95,0.81,0.91,0.9,0.91,0.96,0.78,0.94,0.92,0.94
61745,0.96,0.98,0.98,0.97,0.98,0.94,0.98,0.56,0.98,0.97,0.98,0.97,0.98,0.97,0.97,0.98,0.99,0.97,0.98,0.97,0.98,0.97,0.97,0.94,0.98,0.98,0.97
62319,0.97,0.96,0.96,0.96,0.97,0.95,0.97,0.97,0.98,0.97,0.97,0.97,0.96,0.98,0.97,0.98,0.97,0.97,0.74,0.96,0.97,0.97,0.98,0.68,0.98,0.97,0.98
63024,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.95,0.97,0.98,0.95,0.97,0.97,0.98,0.98,0.95,0.97,0.98,0.91,0.98,0.79,0.98,0.92,0.97
63174,0.94,0.94,0.96,0.95,0.97,0.88,0.94,0.9,0.97,0.94,0.95,0.93,0.93,0.95,0.93,0.96,0.94,0.95,0.6,0.95,0.93,0.92,0.97,0.75,0.94,0.94,0.92
63445,0.02,0.37,0.04,0.03,0.03,0.05,0.02,0.02,0.04,0.03,0.01,0.03,0.03,0.05,0.15,0.08,0.03,0.02,0.02,0.05,0.02,0.06,0.06,0.03,0.02,0.06,0.04
63535,0.95,0.96,0.94,0.92,0.94,0.94,0.94,0.95,0.93,0.94,0.86,0.96,0.96,0.96,0.95,0.95,0.93,0.96,0.94,0.92,0.94,0.95,0.95,0.7,0.95,0.96,0.97
63854,0.88,0.89,0.88,0.89,0.87,0.9,0.91,0.88,0.92,0.9,0.88,0.87,0.91,0.9,0.91,0.94,0.91,0.9,0.86,0.9,0.92,0.9,0.94,0.82,0.93,0.9,0.91
63993,0.92,0.94,0.92,0.94,0.94,0.93,0.91,0.9,0.94,0.91,0.92,0.91,0.93,0.94,0.91,0.95,0.94,0.92,0.89,0.92,0.93,0.91,0.95,0.73,0.91,0.91,0.91
64031,0.95,0.94,0.96,0.96,0.96,0.9,0.95,0.94,0.97,0.95,0.94,0.95,0.96,0.97,0.94,0.97,0.96,0.95,0.95,0.95,0.95,0.94,0.97,0.77,0.96,0.95,0.95
64043,0.97,0.97,0.96,0.97,0.97,0.92,0.98,0.98,0.95,0.95,0.95,0.97,0.97,0.97,0.95,0.96,0.96,0.97,0.95,0.87,0.94,0.97,0.97,0.53,0.97,0.98,0.98
64862,0.96,0.95,0.98,0.97,0.95,0.92,0.97,0.91,0.97,0.97,0.98,0.96,0.94,0.98,0.92,0.98,0.98,0.96,0.77,0.94,0.97,0.92,0.98,0.75,0.97,0.98,0.95
65928,0.9,0.91,0.92,0.94,0.94,0.87,0.9,0.92,0.89,0.9,0.84,0.92,0.9,0.9,0.89,0,0.9,0.9,0.18,0.92,0.89,0.91,0.92,0.64,0.89,0.92,0.92
65978,0.92,0.91,0.94,0.94,0.95,0.28,0.92,0.93,0.91,0.91,0.9,0.89,0.92,0.94,0.76,0.94,0.95,0.92,0.9,0.9,0.88,0.88,0.95,0.82,0.94,0.9,0.94
66469,0.89,0.9,0.9,0.89,0.93,0.85,0.88,0.91,0.91,0.9,0.81,0.93,0.92,0.93,0.89,0.93,0.89,0.89,0.83,0.92,0.88,0.91,0.9,0.68,0.92,0.94,0.93
66594,0.94,0.91,0.94,0.99,0.95,0.6,0.94,0.93,0.93,0.91,0.92,0.5,0.92,0.91,0.91,0,0.92,0.87,0.86,0.82,0.95,0.89,0.93,0.92,0.52,0.88,0.91
67405,0.97,0.97,0.97,0.97,0.97,0.98,0.95,0.96,0.98,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.96,0.86,0.94,0.97,0.98,0.98,0.81,0.98,0.95,0.96
67462,0.97,0.98,0.96,0.88,0.93,0.95,0.97,0.97,0.97,0.96,0.95,0.97,0.98,0.98,0.97,0.98,0.96,0.97,0.48,0.96,0.97,0.92,0.98,0.75,0.98,0.95,0.97
67484,0.98,0.91,0.97,0.97,0.96,0.97,0.98,0.96,0.98,0.97,0.98,0.96,0.98,0.98,0.96,0.98,0.98,0.97,0.76,0.98,0.98,0.97,0.98,0.83,0.98,0.96,0.98
68278,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.14,0.52,0.02,0.02,0.02,0.01,0.02,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
68280,0.88,0.89,0.91,0.88,0.9,0.9,0.89,0.88,0.91,0.9,0.86,0.9,0.92,0.91,0.87,0.9,0.88,0.9,0.79,0.91,0.88,0.87,0.92,0.65,0.9,0.9,0.91
68325,0.96,0.97,0.96,0.95,0.93,0.97,0.93,0.95,0.98,0.96,0.97,0.96,0.97,0.97,0.96,0.98,0.98,0.96,0.97,0.96,0.97,0.95,0.98,0.76,0.97,0.95,0.96
68968,0.98,0.99,0.98,0.95,0.95,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.98,0.99,0.98,1,0.99,0.99,0.92,0.99,0.99,0.97,0.99,0.76,0.99,0.98,0.99
69120,0.96,0.96,0.97,0.97,0.97,0.96,0.96,0.95,0.96,0.94,0.96,0.96,0.97,0.97,0.63,0.96,0.96,0.96,0.95,0.96,0.97,0.96,0.97,0.93,0.96,0.92,0.94
69298,0.98,0.98,0.98,0.97,0.98,0.97,0.97,0.97,0.99,0.96,0.98,0.98,0.97,0.98,0.97,0.99,0.98,0.69,0.97,0.93,0.97,0.98,0.98,0.89,0.99,0.98,0.95
69315,0.94,0.95,0.96,0.96,0.96,0.97,0.95,0.96,0.97,0.97,0.95,0.94,0.96,0.96,0.94,0.97,0.95,0.97,0.63,0.96,0.95,0.96,0.98,0.83,0.96,0.97,0.96
69483,0.99,0.97,0.99,0.99,0.99,0.89,0.99,0.98,0.99,0.99,0.99,0.98,0.99,0.99,0.98,0.99,0.99,0.98,0.99,0.96,0.99,0.99,0.99,0.74,0.99,0.99,0.99
69741,0.86,0.95,0.96,0.95,0.96,0.96,0.9,0.96,0.97,0.95,0.97,0.79,0.5,0.95,0.79,0.97,0.96,0.96,0.96,0.92,0.96,0.96,0.97,0.95,0.97,0.95,0.95
70701,0.99,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.98,0.97,0.99,0.99,0.98,0.99,0.99,0.98,0.77,0.99,0.99,0.98,0.99,0.96,0.99,0.98,0.98
70891,0.96,0.97,0.98,0.98,0.96,0.98,0.95,0.94,0.97,0.96,0.98,0.96,0.98,0.95,0.93,0.96,0.98,0.98,0.96,0.98,0.98,0.95,0.96,0.95,0.97,0.94,0.96
71096,0.94,0.94,0.94,0.95,0.95,0.94,0.94,0.94,0.95,0.94,0.95,0.93,0.94,0.94,0.93,0.95,0.95,0.93,0.95,0.92,0.94,0.94,0.95,0.78,0.94,0.93,0.93
71377,0.98,0.9,0.98,0.97,0.97,0.75,0.98,0.97,0.98,0.98,0.97,0.97,0.98,0.98,0.97,0.98,0.98,0.96,0.98,0.98,0.97,0.98,0.98,0.76,0.98,0.98,0.98
71795,0.95,0.97,0.88,0.97,0.91,0.96,0.92,0.95,0.95,0.95,0.93,0.95,0.95,0.96,0.95,0.89,0.94,0.95,0.95,0.92,0.95,0.92,0.96,0.78,0.95,0.9,0.94
72230,0.94,0.95,0.94,0.95,0.95,0.96,0.94,0.92,0.95,0.94,0.93,0.94,0.95,0.96,0.92,0.95,0.95,0.92,0.95,0.95,0.94,0.9,0.96,0.76,0.94,0.93,0.95
72270,0.97,0.98,0.97,0.99,0.98,0.98,0.97,0.97,0.98,0.97,0.98,0.97,0.98,0.98,0.97,0.99,0.98,0.97,0.97,0.95,0.98,0.97,0.98,0.87,0.97,0.96,0.97
72372,0.92,0.95,0.91,0.95,0.91,0.94,0.93,0.91,0.94,0.91,0.92,0.92,0.93,0.94,0.93,0.94,0.93,0.93,0.93,0.9,0.94,0.92,0.96,0.7,0.93,0.93,0.92
72511,0.92,0.94,0.91,0.91,0.94,0.9,0.93,0.93,0.91,0.93,0.83,0.94,0.94,0.94,0.92,0.95,0.91,0.94,0.92,0.92,0.92,0.94,0.93,0.73,0.92,0.95,0.95
72734,0.98,0.98,0.98,0.98,0.97,0.97,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.86,0.95,0.99,0.98,0.99,0.74,0.98,0.97,0.98
73230,0.98,0.95,0.98,0.97,0.97,0.91,0.97,0.97,0.99,0.98,0.99,0.98,0.98,0.98,0.95,0.99,0.98,0.98,0.24,0.98,0.98,0.96,0.99,0.75,0.98,0.98,0.97
73295,0.96,0.93,0.96,0.95,0.96,0.3,0.96,0.96,0.96,0.94,0.92,0.96,0.97,0.97,0.93,0.97,0.96,0.7,0.73,0.93,0.97,0.96,0.96,0.75,0.97,0.93,0.96
73346,0.96,0.96,0.96,0.97,0.96,0.97,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.97,0.96,0.97,0.97,0.95,0.68,0.96,0.97,0.95,0.97,0.82,0.97,0.96,0.95
73514,0.96,0.97,0.96,0.97,0.95,0.94,0.95,0.95,0.96,0.91,0.96,0.95,0.95,0.96,0.97,0.97,0.96,0.93,0.78,0.95,0.97,0.96,0.85,0.8,0.95,0.94,0.96
73670,0.98,0.98,0.98,0.97,0.96,0.98,0.98,0.98,0.97,0.98,0.94,0.98,0.96,0.98,0.98,0.98,0.97,0.98,0.66,0.98,0.98,0.97,0.98,0.82,0.98,0.98,0.99
73937,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.3,0.97,0.98,0.98,0.98,0.84,0.98,0.98,0.98
74027,0.98,0.98,0.98,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.91,0.99,0.98,0.98,0.75,0.98,0.98,0.97,0.99,0.82,0.99,0.98,0.97
74223,0.96,0.96,0.98,0.97,0.97,0.94,0.96,0.97,0.98,0.95,0.96,0.97,0.96,0.97,0.96,0.98,0.96,0.96,0.76,0.97,0.96,0.95,0.97,0.81,0.94,0.96,0.96
74250,0.98,0.98,0.98,0.98,0.98,0.98,0.95,0.97,0.97,0.93,0.98,0.97,0.98,0.98,0.97,0.94,0.97,0.97,0.95,0.93,0.98,0.96,0.96,0.84,0.98,0.95,0.96
74313,0.98,0.98,0.96,0.96,0.94,0.97,0.98,0.97,0.98,0.96,0.98,0.97,0.97,0.98,0.98,0.98,0.98,0.97,0.66,0.98,0.98,0.96,0.98,0.8,0.98,0.96,0.97
74626,0.98,0.99,0.99,0.99,0.98,0.99,0.98,0.98,0.98,0.93,0.99,0.98,0.99,0.99,0.97,0.98,0.97,0.98,0.98,0.96,0.97,0.96,0.99,0.81,0.99,0.97,0.98
74826,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.97,0.97,0.98,0.97,0.98,0.84,0.98,0.98,0.98
74848,0.96,0.97,0.96,0.97,0.96,0.95,0.97,0.96,0.97,0.96,0.97,0.95,0.96,0.97,0.96,0.98,0.98,0.97,0.77,0.96,0.97,0.96,0.98,0.82,0.95,0.96,0.95
74992,0.94,0.96,0.96,0.95,0.95,0.93,0.94,0.93,0.95,0.94,0.91,0.95,0.96,0.96,0.92,0.96,0.95,0.95,0.95,0.92,0.94,0.93,0.96,0.68,0.95,0.95,0.95
75334,0.97,0.97,0.96,0.97,0.97,0.96,0.96,0.96,0.97,0.96,0.94,0.95,0.96,0.97,0.96,0.97,0.97,0.96,0.9,0.96,0.97,0.96,0.98,0.83,0.96,0.95,0.96
75561,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.5,0.03,0.04,0.03,0.04,0.04,0.06,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04
76022,0.12,0.11,0.12,0.12,0.08,0.14,0.12,0.12,0.16,0.11,0.09,0.37,0.59,0.23,0.11,0.16,0.14,0.14,0.12,0.23,0.1,0.17,0.19,0.11,0.14,0.13,0.19
76522,0.95,0.94,0.94,0.95,0.93,0.96,0.96,0.97,0.95,0.94,0.95,0.95,0.92,0.93,0.93,0.94,0.95,0.94,0.25,0.96,0.97,0.92,0.94,0.62,0.97,0.95,0.96
76866,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.8,0.99,0.98,0.98
76971,0.96,0.95,0.96,0.92,0.95,0.97,0.94,0.95,0.98,0.96,0.95,0.91,0.96,0.97,0.96,0.98,0.98,0.96,0.44,0.97,0.98,0.95,0.98,0.73,0.96,0.96,0.93
77189,0.96,0.98,0.96,0.95,0.96,0.97,0.96,0.96,0.98,0.96,0.98,0.96,0.97,0.97,0.96,0.98,0.97,0.94,0.91,0.97,0.97,0.93,0.97,0.71,0.96,0.96,0.96
77405,0.94,0.93,0.94,0.91,0.93,0.95,0.88,0.78,0.94,0.92,0.93,0.93,0.93,0.95,0.93,0.93,0.95,0.87,0.95,0.93,0.93,0.88,0.95,0.7,0.95,0.89,0.92
77805,0.92,0.92,0.93,0.9,0.92,0.93,0.93,0.92,0.93,0.93,0.95,0.89,0.91,0.93,0.92,0.94,0.94,0.93,0.93,0.93,0.93,0.89,0.94,0.78,0.94,0.91,0.92
77907,0.98,0.98,0.98,0.97,0.97,0.98,0.98,0.96,0.98,0.98,0.99,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.78,0.98,0.98,0.97
78092,0.98,0.98,0.98,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.84,0.98,0.98,0.98
78201,0.98,0.99,0.99,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.98,0.99,0.98,0.98,0.95,0.99,0.99,0.98,0.99,0.99,0.98,0.97,0.83,0.99,0.98,0.98
78435,0.82,0.81,0.86,0.79,0.85,0.14,0.59,0.76,0.84,0.8,0.77,0.83,0.86,0.86,0.76,0.87,0.8,0.81,0.81,0.66,0.72,0.8,0.86,0.77,0.83,0.77,0.81
78481,0.96,0.85,0.97,0.97,0.98,0.41,0.97,0.97,0.98,0.97,0.95,0.94,0.97,0.98,0.93,0.93,0.57,0.92,0.95,0.97,0.97,0.96,0.98,0.75,0.97,0.96,0.96
79863,0.96,0.9,0.97,0.98,0.98,0.49,0.97,0.9,0.98,0.97,0.95,0.93,0.97,0.98,0.94,0.98,0.97,0.93,0.97,0.97,0.97,0.94,0.98,0.8,0.95,0.96,0.96
80454,0.93,0.94,0.94,0.93,0.96,0.92,0.93,0.95,0.94,0.93,0.9,0.93,0.94,0.94,0.93,0.96,0.95,0.95,0.92,0.93,0.94,0.93,0.94,0.7,0.94,0.95,0.94
80617,0.98,0.99,0.98,0.99,0.98,0.97,0.98,0.99,0.99,0.98,0.96,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.98,0.98,0.99,0.98,0.99,0.84,0.99,0.99,0.99
80685,0.13,0,0.11,0.28,0,0.07,0.13,0,0.1,0.19,0.24,0.13,0.52,0.14,0.11,0,0.01,0.09,0.08,0.2,0,0,0,0.07,0.11,0.15,0.12
80705,0.9,0.92,0.9,0.87,0.91,0.91,0.89,0.91,0.9,0.9,0.86,0.92,0.9,0.93,0.9,0.92,0.85,0.91,0.64,0.9,0.9,0.91,0.9,0.71,0.88,0.92,0.91
80875,0.96,0.95,0.97,0.88,0.94,0.78,0.94,0.89,0.96,0.95,0.96,0.97,0.97,0.97,0.56,0.98,0.94,0.95,0.66,0.95,0.92,0.95,0.97,0.87,0.97,0.83,0.94
80916,0.92,0.9,0.9,0.89,0.92,0.9,0.91,0.9,0.93,0.92,0.88,0.93,0.92,0.92,0.91,0.92,0.9,0.92,0.91,0.89,0.91,0.92,0.93,0.76,0.91,0.93,0.92
81489,0.96,0.98,0.96,0.97,0.95,0.97,0.96,0.97,0.97,0.97,0.96,0.97,0.97,0.97,0.96,0.97,0.97,0.97,0.92,0.97,0.97,0.96,0.98,0.7,0.97,0.96,0.97
81865,0.96,0.96,0.96,0.93,0.95,0.96,0.96,0.96,0.96,0.96,0.94,0.97,0.96,0.96,0.96,0.97,0.96,0.97,0.93,0.96,0.96,0.96,0.97,0.83,0.97,0.96,0.97
81882,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.9,0.97,0.99,0.99,0.99,0.85,0.99,0.98,0.99
82089,0.96,0.98,0.94,0.97,0.94,0.97,0.97,0.93,0.98,0.97,0.97,0.96,0.98,0.97,0.95,0.98,0.96,0.97,0.95,0.98,0.98,0.91,0.97,0.85,0.96,0.97,0.97
82441,0.91,0.93,0.96,0.95,0.94,0.91,0.96,0.95,0.96,0.94,0.81,0.47,0.96,0.97,0.85,0.97,0.96,0.94,0.69,0.93,0.96,0.95,0.97,0.82,0.93,0.93,0.94
82446,0.96,0.98,0.97,0.98,0.96,0.95,0.97,0.97,0.97,0.97,0.97,0.96,0.97,0.96,0.96,0.97,0.98,0.96,0.56,0.97,0.98,0.94,0.98,0.91,0.97,0.95,0.97
82629,0.95,0.97,0.96,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.96,0.95,0.97,0.96,0.95,0.82,0.93,0.95,0.95,0.96,0.77,0.96,0.95,0.94
82784,0.92,0.93,0.94,0.89,0.93,0.93,0.9,0.92,0.91,0.92,0.86,0.92,0.93,0.93,0.88,0.93,0.93,0.91,0.81,0.91,0.9,0.86,0.92,0.73,0.93,0.89,0.91
83032,0.92,0.96,0.97,0.96,0.97,0.96,0.91,0.94,0.97,0.94,0.93,0.93,0.97,0.96,0.92,0.98,0.97,0.95,0.92,0.95,0.96,0.92,0.97,0.8,0.95,0.95,0.95
83195,0.91,0.93,0.9,0.96,0.94,0.88,0.9,0.92,0.91,0.91,0.92,0.92,0.92,0.94,0.92,0.92,0.87,0.9,0.34,0.91,0.93,0.94,0.9,0.79,0.88,0.9,0.9
83692,0.94,0.96,0.96,0.96,0.97,0.94,0.94,0.91,0.97,0.94,0.97,0.95,0.97,0.97,0.52,0.97,0.97,0.96,0.94,0.96,0.96,0.94,0.97,0.91,0.95,0.91,0.95
83941,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.04,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.17,0.02,0.02,0.01
83993,0.92,0.96,0.96,0.92,0.95,0.95,0.91,0.95,0.94,0.95,0.88,0.95,0.96,0.94,0.93,0.97,0.96,0.95,0.66,0.94,0.95,0.92,0.96,0.75,0.94,0.96,0.95
84034,0.94,0.95,0.94,0.95,0.96,0.93,0.94,0.94,0.96,0.95,0.93,0.95,0.95,0.96,0.94,0.97,0.94,0.94,0.62,0.94,0.94,0.96,0.97,0.75,0.92,0.94,0.93
85058,0.98,0.97,0.98,0.99,0.98,0.44,0.97,0.98,0.98,0.98,0.94,0.83,0.98,0.98,0.98,0.99,0.98,0.98,0.97,0.95,0.97,0.99,0.99,0.93,0.98,0.97,0.98
85286,0.87,0.93,0.86,0.86,0.9,0.86,0.83,0.89,0.91,0.87,0.87,0.86,0.88,0.9,0.85,0.91,0.89,0.86,0.86,0.89,0.9,0.83,0.91,0.7,0.89,0.86,0.88
85305,0.96,0.96,0.96,0.97,0.97,0.97,0.95,0.94,0.96,0.95,0.96,0.96,0.97,0.97,0.95,0.95,0.97,0.94,0.89,0.96,0.96,0.97,0.96,0.78,0.96,0.94,0.96
85457,0.98,0.99,0.98,0.99,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.97,0.99,0.99,0.98,0.5,0.97,0.98,0.98,0.99,0.82,0.99,0.98,0.98
85856,0.9,0.94,0.9,0.86,0.87,0.94,0.87,0.85,0.93,0.91,0.89,0.91,0.46,0.92,0.86,0.93,0.91,0.94,0.84,0.89,0.91,0.91,0.93,0.84,0.94,0.9,0.89
86159,0.98,0.98,0.98,0.98,0.98,0.97,0.96,0.97,0.97,0.95,0.98,0.96,0.97,0.98,0.97,0.98,0.98,0.98,0.28,0.97,0.96,0.97,0.98,0.78,0.98,0.93,0.97
86342,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.84,0.99,0.99,0.99
86397,1,1,1,0.99,0.98,1,1,0.99,1,0.99,1,0.99,0.99,1,0.99,1,1,1,0.99,0.99,1,0.99,1,0.82,1,0.99,0.99
86613,0.94,0.97,0.96,0.95,0.95,0.97,0.91,0.94,0.96,0.94,0.95,0.95,0.96,0.97,0.94,0.96,0.95,0.95,0.96,0.92,0.94,0.95,0.96,0.79,0.95,0.94,0.95
86791,0.99,0.99,0.98,0.97,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.68,0.99,0.99,0.97,0.99,0.73,0.99,0.99,0.99
87010,0.96,0.98,0.96,0.99,0.97,0.64,0.96,0.93,0.97,0.98,0.97,0.97,0.98,0.96,0.96,0.99,0.91,0.97,0.98,0.98,0.98,0.97,0.98,0.94,0.97,0.96,0.97
87455,0.94,0.93,0.94,0.93,0.95,0.95,0.93,0.95,0.96,0.93,0.94,0.93,0.95,0.95,0.93,0.96,0.96,0.93,0.9,0.92,0.95,0.92,0.96,0.67,0.94,0.94,0.94
87853,0.92,0.94,0.9,0.9,0.93,0.88,0.9,0.92,0.93,0.9,0.91,0.9,0.89,0.93,0.9,0.93,0.94,0.87,0.35,0.88,0.91,0.85,0.91,0.73,0.91,0.9,0.9
87860,0.98,0.97,0.98,0.99,0.98,0.96,0.98,0.97,0.98,0.98,0.97,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.85,0.98,0.97,0.98
88190,0.96,0.98,0.98,0,0.98,0.97,0.9,0.97,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.97,0.75,0.96,0.97,0.97,0.99,0.82,0.98,0.99,0.98
88946,0.96,0.96,0.96,0.96,0.97,0.78,0.97,0.96,0.98,0.97,0.97,0.97,0.97,0.97,0.96,0.98,0.97,0.96,0.97,0.95,0.97,0.95,0.98,0.86,0.97,0.97,0.97
89292,0.96,0.97,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.95,0.95,0.95,0.95,0.97,0.96,0.96,0.96,0.95,0.96,0.95,0.97,0.94,0.96,0.79,0.96,0.95,0.96
89458,0.93,0.92,0.94,0.91,0.9,0.91,0.89,0.93,0.95,0.94,0.98,0.94,0.93,0.93,0.91,0.96,0.96,0.88,0.89,0.94,0.94,0.9,0.96,0.77,0.94,0.93,0.94
89788,0.94,0.95,0.97,0.96,0.97,0.94,0.94,0.91,0.95,0.94,0.91,0.93,0.97,0.97,0.93,0.96,0.94,0.94,0.96,0.92,0.96,0.96,0.96,0.76,0.92,0.94,0.95
91271,0.98,0.94,0.98,0.96,0.98,0.42,0.97,0.98,0.97,0.97,0.98,0.85,0.98,0.96,0.89,0.98,0.99,0.95,0.81,0.98,0.93,0.97,0.98,0.92,0.98,0.96,0.98
91457,0.98,0.99,0.98,0.98,0.97,0.98,0.97,0.97,0.98,0.97,0.96,0.97,0.98,0.98,0.97,0.98,0.97,0.97,0.96,0.97,0.97,0.97,0.98,0.83,0.97,0.97,0.97
91577,0.92,0.95,0.92,0.9,0.93,0.92,0.91,0.92,0.95,0.92,0.9,0.9,0.93,0.93,0.92,0.94,0.93,0.92,0.91,0.92,0.92,0.87,0.94,0.77,0.91,0.92,0.92
91657,0.98,0.98,0.97,0.99,0.97,0.98,0.97,0.97,0.98,0.9,0.99,0.97,0.97,0.98,0.98,0.96,0.98,0.97,0.97,0.95,0.98,0.97,0.98,0.87,0.97,0.96,0.96
91665,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.98,0.99,0.99,0.96,0.99,0.97,0.98,0.83,0.99,0.99,0.99
91946,0.92,0.95,0.91,0.94,0.93,0.93,0.91,0.93,0.94,0.92,0.91,0.92,0.93,0.94,0.92,0.94,0.93,0.92,0.6,0.93,0.93,0.91,0.95,0.75,0.92,0.92,0.93
92653,0.98,0.99,0.97,0.97,0.97,0.97,0.98,0.97,0.97,0.96,0.97,0.98,0.95,0.98,0.98,0.97,0.98,0.97,0.92,0.98,0.98,0.97,0.96,0.86,0.98,0.97,0.98
93057,0.9,0.92,0.94,0.9,0.9,0.89,0.92,0.86,0.92,0.92,0.87,0.92,0.94,0.93,0.9,0.94,0.93,0.93,0.87,0.91,0.89,0.9,0.93,0.67,0.88,0.94,0.91
