Site_ID,adipose tissue,adrenal gland,arteries,breast,colon,esophagus,heart,liver,lung,muscle,ovary,pancreas,Peyer's patch,prostate,skin,spinal nerves,spleen,stomach,testis,thyroid gland,uterus,vagina
89788,0.96,0.94,0.94,0.95,0.95,0.94,0.96,0.96,0.97,0.96,0.93,0.94,0.96,0.96,0.95,0.94,0.95,0.95,0.7,0.92,0.9,0.93
91271,0.95,0.92,0.99,0.96,0.98,0.98,0.95,0.97,0.95,0.95,0.97,0.91,0.96,0.98,0.92,0.95,0.94,0.98,0.96,0.97,0.98,0.97
91457,0.98,0.98,0.98,0.97,0.98,0.98,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.99,0.98,0.98,0.97,0.98,0.74,0.98,0.99,0.97
91577,0.92,0.93,0.93,0.93,0.94,0.93,0.95,0.96,0.93,0.94,0.94,0.96,0.95,0.95,0.94,0.94,0.95,0.95,0.74,0.92,0.93,0.93
91657,0.98,0.98,0.98,0.98,0.98,0.95,0.98,0.98,0.97,0.98,0.98,0.97,0.95,0.98,0.98,0.97,0.96,0.98,0.76,0.96,0.97,0.98
91665,0.96,0.98,0.98,0.95,0.96,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.95,0.98,0.98,0.98,0.95,0.97,0.68,0.98,0.98,0.98
91946,0.93,0.94,0.94,0.94,0.94,0.94,0.95,0.95,0.94,0.94,0.96,0.95,0.95,0.97,0.94,0.93,0.95,0.96,0.73,0.95,0.93,0.91
92653,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.94,0.98,0.98,0.98,0.96,0.96,1,0.98,0.98,0.96,0.97,0.74,0.98,0.98,0.98
93057,0.9,0.91,0.93,0.91,0.9,0.9,0.92,0.92,0.94,0.88,0.84,0.92,0.87,0.83,0.89,0.86,0.87,0.88,0.49,0.88,0.83,0.86
93125,0.9,0.91,0.9,0.91,0.9,0.9,0.9,0.83,0.93,0.88,0.92,0.89,0.91,0.93,0.9,0.9,0.9,0.92,0.6,0.9,0.92,0.93
93853,0.97,0.97,0.98,0.96,0.98,0.98,0.98,0.98,0.97,0.98,0.99,0.85,0.98,0.98,0.98,0.98,0.97,0.98,0.73,0.98,0.99,0.98
93962,0.83,0.89,0.82,0.84,0.86,0.9,0.9,0.95,0.93,0.73,0.86,0.87,0.95,0.88,0.9,0.86,0.92,0.91,0.93,0.86,0.92,0.87
94590,0.93,0.97,0.95,0.94,0.96,0.96,0.97,0.97,0.97,0.94,0.94,0.97,0.94,0.99,0.95,0.92,0.95,0.96,0.62,0.96,0.96,0.97
94914,0.96,0.97,0.95,0.96,0.96,0.95,0.96,0.97,0.96,0.94,0.97,0.97,0.96,0.96,0.97,0.96,0.93,0.95,0.69,0.96,0.94,0.95
95454,0.96,0.98,0.96,0.99,0.98,0.98,0.98,1,0.98,0.97,0.97,0.97,0.97,0.94,0.97,0.98,0.98,0.98,0.55,1,1,0.97
95512,0.92,0.92,0.91,0.9,0.92,0.92,0.94,0.86,0.91,0.94,0.94,0.75,0.92,0.91,0.92,0.91,0.93,0.9,0.57,0.91,0.93,0.92
95831,0.87,0.94,0.92,0.95,0.94,0.94,0.92,0.92,0.94,0.92,0.93,0.95,0.93,0.89,0.95,0.94,0.91,0.96,0.69,0.93,0.92,0.95
95856,0.98,0.97,0.98,0.99,0.98,0.98,0.96,0.98,0.92,0.94,0.85,0.97,0.98,0.97,0.97,0.98,0.98,0.98,0.71,0.98,0.97,0.98
95908,0.94,0.95,0.93,0.94,0.96,0.95,0.95,0.92,0.96,0.94,0.92,0.94,0.97,0.94,0.92,0.92,0.95,0.92,0.74,0.94,0.97,0.96
96253,0.99,0.98,0.99,0.93,0.98,0.99,1,0.98,0.99,0.98,0.98,0.99,0.99,0.98,0.99,0.98,0.98,0.98,0.72,0.99,0.97,0.99
96611,0.94,0.97,0.47,0.96,0.98,0.96,0.88,0.98,0.97,0.93,0.97,0.97,0.98,0.98,0.97,0.95,0.97,0.98,0.97,0.93,0.97,0.97
96959,0.9,0.89,0.93,0.92,0.9,0.92,0.92,0.9,0.94,0.9,0.87,0.92,0.91,0.91,0.92,0.92,0.93,0.92,0.64,0.92,0.92,0.92
97192,0.94,0.96,0.96,0.92,0.96,0.95,0.97,0.96,0.96,0.96,0.96,0.96,0.97,0.97,0.96,0.95,0.95,0.96,0.73,0.97,0.96,0.94
97280,0.9,0.85,0.92,0.91,0.91,0.93,0.9,0.92,0.91,0.93,0.9,0.92,0.91,0.95,0.93,0.93,0.92,0.92,0.68,0.93,0.9,0.95
98196,0.96,0.98,0.98,0.96,0.98,0.98,0.98,0.97,0.98,0.98,0.97,0.96,0.98,0.98,0.98,0.98,0.98,0.99,0.73,0.98,0.97,0.98
99399,0.97,0.98,0.93,0.96,0.96,0.96,0.98,0.98,0.97,0.96,0.53,0.97,0.97,0.89,0.98,0.97,0.98,0.95,0.94,0.98,0.94,0.92
99534,0.96,0.94,0.96,0.96,0.97,0.98,0.98,0.96,0.97,0.97,0.96,0.97,0.97,0.98,0.98,0.97,0.96,0.97,0.86,0.98,0.96,0.98
99607,0.9,0.85,0.93,0.9,0.9,0.9,0.9,0.91,0.92,0.89,0.93,0.94,0.89,0.91,0.92,0.92,0.86,0.9,0.65,0.91,0.92,0.93
99733,0.94,0.99,0.96,0.95,0.98,0.98,0.9,0.93,0.93,0.95,0.96,0.97,0.97,0.96,0.98,0.96,0.95,1,0.48,0.96,0.97,0.99
99787,0.95,0.95,0.96,0.89,0.98,0.96,0.95,0.97,0.97,0.95,0.97,0.95,0.98,0.98,0.96,0.95,0.97,0.96,0.68,0.95,0.97,0.99
100152,0.91,0.92,0.93,0.91,0.93,0.93,0.94,0.92,0.93,0.92,0.92,0.92,0.93,0.94,0.93,0.92,0.92,0.93,0.78,0.93,0.94,0.92
100154,0.95,0.97,0.97,0.92,0.98,0.96,0.96,0.91,0.95,0.98,0.97,0.99,0.97,0.99,0.96,0.98,0.94,0.96,0.56,0.87,0.97,0.98
100415,0.94,0.96,0.96,0.96,0.97,0.96,0.98,0.93,0.97,0.97,0.94,0.97,0.97,0.98,0.98,0.97,0.97,0.97,0.62,0.97,0.96,0.97
100933,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.99,0.98,0.98,0.97,1,0.99,0.99,0.99,1,0.98,0.99,0.77,0.98,0.99,0.99
101309,0.96,0.96,0.97,0.96,0.96,0.96,0.98,0.96,0.97,0.72,0.97,0.98,0.97,0.98,0.96,0.94,0.96,0.97,0.93,0.97,0.96,0.98
101320,0.89,0.86,0.89,0.87,0.9,0.89,0.88,0.84,0.91,0.89,0.89,0.85,0.9,0.91,0.9,0.89,0.91,0.88,0.68,0.9,0.9,0.9
101377,0.92,0.89,0.95,0.93,0.92,0.92,0.9,0.89,0.93,0.9,0.91,0.86,0.92,0.93,0.92,0.93,0.93,0.93,0.64,0.94,0.91,0.95
101447,0.88,0.9,0.9,0.89,0.9,0.91,0.88,0.9,0.92,0.88,0.84,0.86,0.92,0.92,0.9,0.89,0.92,0.89,0.6,0.92,0.88,0.9
101551,0.93,0.91,0.96,0.91,0.92,0.9,0.92,0.97,0.92,0.91,0.58,0.96,0.89,0.97,0.88,0.9,0.97,0.93,0.96,0.94,0.93,0.94
101656,0.84,0.92,0.89,0.92,0.86,0.9,0.83,0.88,0.92,0.9,0.9,0.9,0.89,0.93,0.9,0.9,0.91,0.9,0.49,0.91,0.92,0.92
102414,0.98,0.99,0.99,0.98,0.9,0.99,0.99,0.99,0.97,0.98,0.97,0.98,0.98,0.99,0.98,0.98,0.99,0.99,0.79,0.99,0.99,0.99
102710,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.73,0.99,0.99,0.98
103532,0.96,0.96,0.97,0.97,0.96,0.97,0.96,0.99,0.95,0.96,0.97,0.97,0.96,0.95,0.96,0.96,0.95,0.97,0.69,0.97,0.96,0.96
104159,0.96,0.98,0.98,0.97,0.97,0.96,0.97,0.99,0.97,0.96,0.97,0.96,0.97,1,0.98,0.96,0.97,0.97,0.65,0.98,0.97,0.97
104729,0.96,0.98,0.98,0.97,0.98,0.98,0.98,0.96,0.98,0.98,0.99,0.99,0.99,0.97,0.98,0.98,0.97,0.99,0.51,0.98,0.98,0.98
104874,0.96,0.97,0.95,0.97,0.92,0.93,0.96,0.95,0.97,0.94,0.95,0.97,0.95,0.98,0.96,0.95,0.96,0.96,0.73,0.97,0.97,0.96
105748,0.95,0.94,0.95,0.96,0.95,0.93,0.92,0.95,0.93,0.95,0.95,0.97,0.95,0.98,0.96,0.96,0.96,0.96,0.7,0.97,0.96,0.96
105768,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.98,0.98,0.99,0.98,0.99,0.99,0.99,0.98,0.99,0.77,0.99,0.99,0.99
105986,0.91,0.94,0.96,0.97,0.96,0.96,0.95,0.93,0.96,0.96,0.94,0.96,0.97,0.95,0.94,0.94,0.93,0.96,0.61,0.95,0.95,0.96
105994,0.91,0.93,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.96,0.98,0.99,0.98,0.99,0.92,0.97,0.97,0.98,0.7,0.95,0.98,0.96
106403,0.96,0.94,0.93,0.95,0.95,0.96,0.96,0.95,0.96,0.96,0.96,0.95,0.96,0.98,0.96,0.96,0.95,0.96,0.74,0.97,0.97,0.95
106521,0.94,0.96,0.97,0.97,0.96,0.98,0.98,0.95,0.98,0.98,0.98,0.96,0.97,0.99,0.96,0.98,0.97,0.97,0.63,0.96,0.98,0.97
107080,0.96,0.98,0.65,0.89,0.99,0.99,0.98,0.93,0.97,0.99,0.98,0.91,0.98,0.99,0.98,0.98,0.98,0.99,0.97,0.98,0.96,0.98
107671,0.92,0.9,0.91,0.92,0.93,0.95,0.94,0.96,0.95,0.94,0.91,0.94,0.96,0.94,0.96,0.96,0.95,0.91,0.83,0.95,0.93,0.95
108855,0.96,0.96,0.97,0.89,0.97,0.96,0.96,0.96,0.96,0.95,0.96,0.92,0.97,0.95,0.96,0.96,0.96,0.96,0.77,0.96,0.96,0.97
109370,0.93,0.9,0.96,0.94,0.9,0.94,0.94,0.94,0.96,0.88,0.84,0.89,0.94,0.87,0.94,0.91,0.93,0.89,0.52,0.94,0.92,0.89
109609,0.96,0.96,0.96,0.95,0.96,0.96,0.97,0.96,0.97,0.96,0.98,0.96,0.96,0.98,0.96,0.96,0.96,0.97,0.68,0.97,0.96,0.96
109826,0.95,0.98,0.98,0.99,0.97,0.98,0.97,0.98,1,0.97,0.99,0.98,0.97,0.96,0.98,0.97,0.97,0.99,0.48,0.96,0.97,0.99
110137,0.94,0.94,0.93,0.88,0.93,0.93,0.93,0.45,0.95,0.91,0.93,0.91,0.92,0.92,0.94,0.91,0.95,0.95,0.94,0.95,0.9,0.91
110540,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.97,0.96,0.9,0.92,0.96,0.96,0.96,0.94,0.89,0.96,0.96,0.73,0.95,0.97,0.95
110613,0.96,0.96,0.97,0.94,0.98,0.97,0.97,0.91,0.97,0.96,0.95,0.97,0.98,0.95,0.97,0.97,0.97,0.96,0.77,0.96,0.94,0.97
112044,0.98,0.98,0.99,0.98,0.99,0.98,0.99,0.98,0.98,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.6,0.99,0.99,0.99
112209,0.03,0.04,0.02,0.04,0.03,0.06,0.04,0.05,0.06,0.38,0.02,0.08,0.04,0.03,0.03,0.03,0.04,0.03,0.02,0.05,0.05,0.03
112474,0.98,0.98,0.99,0.99,0.98,1,0.98,1,0.99,0.99,0.98,0.99,1,1,1,0.99,0.99,0.99,0.6,0.99,0.99,0.99
112577,0.96,0.98,0.99,0.97,0.98,0.98,0.98,0.99,0.97,0.98,0.98,0.98,0.97,0.98,0.97,0.97,0.97,0.99,0.7,0.98,0.99,0.99
113131,0.96,0.97,0.97,0.95,0.96,0.98,0.97,0.95,0.97,0.96,0.97,0.97,0.97,0.99,0.96,0.96,0.97,0.97,0.64,0.98,0.97,0.97
113245,0.95,0.84,0.97,0.97,0.98,0.96,0.97,0.97,0.98,0.7,0.96,0.98,0.98,0.93,0.97,0.96,0.98,0.96,0.97,0.95,0.95,0.97
113442,0.95,0.94,0.95,0.95,0.94,0.94,0.95,0.94,0.92,0.95,0.95,0.95,0.89,0.97,0.94,0.93,0.89,0.94,0.59,0.93,0.95,0.93
113493,0.95,0.97,0.98,0.95,0.97,0.96,0.98,0.96,0.98,0.97,0.97,0.96,0.97,0.98,0.96,0.97,0.96,0.97,0.79,0.97,0.97,0.96
113597,0.96,0.99,0.98,0.97,0.98,0.96,0.94,0.98,0.98,0.97,0.92,0.99,0.99,1,0.96,0.98,0.98,0.97,0.64,0.93,0.94,0.95
113802,0.03,0.05,0.02,0.04,0.03,0.03,0.21,0.53,0.03,0.09,0.02,0.03,0.02,0.02,0.02,0.01,0.04,0.03,0.21,0.02,0.01,0.02
114222,0.92,0.92,0.89,0.93,0.92,0.93,0.93,0.94,0.89,0.93,0.93,0.93,0.93,0.94,0.91,0.93,0.87,0.94,0.57,0.92,0.92,0.95
114225,0.92,0.97,0.96,0.96,0.96,0.96,0.98,0.97,0.97,0.97,0.98,0.97,0.97,0.98,0.96,0.97,0.98,0.97,0.78,0.97,0.98,0.97
114273,0.98,0.99,0.99,0.93,0.98,0.98,0.98,0.98,0.86,0.98,0.97,0.99,0.95,0.97,0.99,0.99,0.96,0.98,0.87,0.62,0.99,0.99
114338,0.94,0.94,0.94,0.9,0.94,0.94,0.96,0.94,0.95,0.94,0.93,0.94,0.93,0.96,0.94,0.92,0.93,0.94,0.59,0.95,0.94,0.95
114626,0.98,0.98,0.98,0.96,0.98,0.98,0.98,0.97,0.98,0.98,0.99,0.99,0.97,0.99,0.98,0.94,0.97,0.98,0.74,0.98,0.98,0.98
114807,0.92,0.96,0.97,0.9,0.96,0.96,0.96,0.97,0.97,0.98,0.92,0.97,0.97,0.98,0.96,0.96,0.97,0.96,0.7,0.98,0.95,0.96
115037,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.97,0.98,0.97,0.98,0.99,0.97,0.98,0.99,0.69,0.99,0.98,0.98
115461,0.96,0.97,0.97,0.97,0.96,0.97,0.97,0.98,0.97,0.98,0.99,0.97,0.98,1,0.98,0.97,0.97,0.98,0.7,0.98,0.98,0.96
115572,0.98,0.97,0.99,0.98,0.98,0.98,0.98,0.95,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.78,0.99,0.98,0.99
116091,0.93,0.95,0.96,0.96,0.98,0.98,0.98,1,0.9,0.95,0.96,0.96,0.95,1,0.96,0.96,0.96,0.96,0.69,0.95,0.93,0.94
116169,0.96,0.99,0.98,0.96,0.98,0.99,0.98,0.99,0.97,0.98,0.95,0.98,0.98,0.99,0.98,0.99,0.99,0.99,0.44,0.97,0.98,0.99
116541,0.98,0.97,0.71,0.97,0.96,0.96,0.98,0.96,0.97,0.95,0.97,0.96,0.96,0.99,0.92,0.95,0.96,0.93,0.94,0.98,0.96,0.97
116615,0.96,0.98,0.97,0.97,0.98,0.98,0.97,0.98,0.96,0.97,0.98,0.97,0.97,0.99,0.97,0.96,0.97,0.96,0.66,0.97,0.97,0.97
116632,0.96,0.94,0.98,0.97,0.96,0.96,0.98,0.94,0.95,0.97,0.98,0.97,0.96,0.98,0.96,0.97,0.94,0.94,0.79,0.97,0.98,0.96
116703,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.04,0.02,0.43,0.08,0.01,0.01
117197,0.98,0.95,0.98,0.98,0.98,0.98,0.99,0.96,0.98,0.98,0.99,0.94,0.98,0.99,0.98,0.98,0.97,0.98,0.71,0.98,1,0.97
117639,0.98,0.98,0.99,0.98,0.98,0.98,0.99,0.96,0.99,0.99,0.97,0.92,0.99,0.99,0.98,0.97,0.98,0.97,0.62,0.98,0.98,0.99
117668,0.9,0.94,0.93,0.93,0.92,0.94,0.94,0.94,0.95,0.93,0.91,0.95,0.94,0.94,0.94,0.91,0.94,0.93,0.55,0.94,0.95,0.93
117676,0.88,0.98,0.94,0.91,0.96,0.97,0.96,0.93,0.98,0.98,0.66,0.97,0.96,0.97,0.96,0.97,0.96,0.97,0.93,0.9,0.95,0.9
117979,0.96,0.96,0.97,0.96,0.96,0.97,0.98,0.96,0.96,0.97,0.93,0.97,0.95,0.99,0.96,0.93,0.95,0.96,0.63,0.97,0.97,0.96
118450,0.92,0.96,0.97,0.97,0.96,0.96,0.97,0.94,0.98,0.96,0.9,0.96,0.95,0.98,0.96,0.97,0.96,0.97,0.75,0.98,0.97,0.97
119222,0.95,0.97,0.96,0.89,0.96,0.96,0.96,0.98,0.97,0.96,0.98,0.98,0.97,0.98,0.95,0.96,0.96,0.97,0.6,0.95,0.97,0.96
119329,0.04,0.16,0.02,0.02,0.03,0.14,0.4,0.04,0.02,0.12,0.02,0.22,0.03,0.02,0.02,0.02,0.01,0.03,0.39,0.08,0.02,0.03
119576,0.97,0.93,0.95,0.97,0.96,0.96,0.96,0.96,0.95,0.97,0.97,0.9,0.94,0.97,0.96,0.95,0.94,0.96,0.56,0.97,0.94,0.95
120122,0.88,0.88,0.9,0.9,0.9,0.88,0.9,0.87,0.87,0.9,0.91,0.91,0.9,0.79,0.86,0.89,0.88,0.89,0.59,0.86,0.87,0.9
121075,0.96,0.97,0.95,0.96,0.95,0.96,0.96,0.95,0.95,0.95,0.97,0.97,0.95,0.98,0.96,0.95,0.95,0.95,0.74,0.96,0.94,0.96
121487,0.98,0.99,0.99,0.99,1,0.99,0.98,0.99,0.99,0.98,0.97,0.98,0.99,0.99,1,0.99,0.99,0.99,0.68,0.99,0.98,1
121808,0.95,0.95,0.97,0.97,0.95,0.96,0.96,0.95,0.96,0.96,0.97,0.97,0.94,0.96,0.94,0.97,0.94,0.97,0.83,0.97,0.94,0.96
121904,0.98,1,0.99,0.97,0.98,0.99,0.98,1,0.98,0.98,0.99,0.99,1,0.98,0.99,0.99,0.98,0.99,0.68,0.99,0.98,0.99
122508,0.96,0.97,0.97,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.97,0.98,0.96,0.97,0.96,0.95,0.95,0.96,0.78,0.97,0.96,0.96
123344,0.77,0.77,0.34,0.7,0.75,0.73,0.73,0.73,0.78,0.77,0.74,0.73,0.79,0.73,0.81,0.78,0.82,0.55,0.77,0.78,0.81,0.75
123605,0.06,0.07,0.05,0.05,0.06,0.05,0.06,0.58,0.09,0.04,0.04,0.07,0.09,0.05,0.06,0.04,0.13,0.07,0.04,0.05,0.05,0.07
124191,0.94,0.93,0.93,0.94,0.94,0.96,0.98,0.94,0.96,0.94,0.93,0.93,0.96,0.98,0.94,0.94,0.94,0.97,0.47,0.96,0.95,0.95
124301,0.9,0.9,0.9,0.92,0.91,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.91,0.9,0.9,0.9,0.91,0.93,0.67,0.9,0.91,0.89
124313,0.94,0.94,0.93,0.92,0.96,0.94,0.94,0.96,0.96,0.92,0.96,0.95,0.95,0.94,0.94,0.93,0.93,0.96,0.77,0.94,0.93,0.96
124481,0.98,0.96,0.95,0.95,0.94,0.91,0.98,0.96,0.98,0.94,0.96,0.97,0.98,0.97,0.96,0.94,0.98,0.97,0.75,0.98,0.92,0.97
124739,0.96,0.98,0.95,0.94,0.95,0.96,0.98,0.98,0.96,0.96,0.95,0.96,0.97,0.94,0.96,0.97,0.98,0.97,0.71,0.96,0.95,0.96
124960,0.98,0.96,0.97,0.98,0.99,0.97,0.97,0.97,0.98,0.98,0.97,0.98,0.97,0.99,0.98,0.98,0.98,0.99,0.61,0.98,0.98,0.94
125133,0.96,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.98,0.98,0.99,0.98,0.74,0.99,0.97,0.99
125699,0.92,0.92,0.95,0.93,0.94,0.93,0.95,0.95,0.95,0.93,0.91,0.92,0.93,0.94,0.94,0.92,0.94,0.94,0.71,0.95,0.93,0.93
126036,0.88,0.98,0.94,0.96,0.96,0.96,0.96,0.96,0.97,0.95,0.95,0.98,0.97,0.97,0.96,0.96,0.97,0.97,0.76,0.97,0.98,0.95
126283,0.96,0.95,0.98,0.93,0.99,0.98,0.99,0.99,0.99,0.99,0.88,0.94,0.99,0.98,0.98,0.99,0.98,0.99,0.7,0.99,0.99,0.99
126324,0.98,0.98,0.97,0.97,0.96,0.97,0.98,0.95,0.97,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.72,0.98,0.95,0.97
126445,0.98,0.98,0.98,0.97,0.99,0.98,0.99,0.97,0.99,0.98,0.97,0.98,0.98,0.99,0.98,0.98,0.98,0.99,0.79,0.99,0.99,0.98
126456,0.9,0.91,0.91,0.85,0.92,0.92,0.92,0.9,0.92,0.92,0.91,0.92,0.92,0.9,0.92,0.91,0.92,0.93,0.65,0.92,0.92,0.91
126513,0.96,0.98,0.96,0.97,0.98,0.97,0.99,0.97,0.97,0.92,0.98,0.96,0.98,0.98,0.98,0.97,0.99,0.99,0.63,0.98,0.97,0.96
126925,0.92,0.85,0.93,0.9,0.94,0.88,0.92,0.85,0.92,0.92,0.93,0.8,0.91,0.92,0.9,0.91,0.87,0.92,0.34,0.88,0.84,0.88
126994,0.94,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.98,0.96,0.92,0.97,0.98,0.99,0.98,0.96,0.98,0.99,0.66,0.95,0.99,0.98
127200,0.9,0.95,0.49,0.76,0.95,0.95,0.9,0.98,0.97,0.94,0.85,0.92,0.95,0.96,0.91,0.93,0.96,0.96,0.94,0.91,0.89,0.93
127841,0.96,0.93,0.95,0.94,0.94,0.95,0.91,0.94,0.94,0.94,0.96,0.88,0.95,0.93,0.95,0.96,0.93,0.96,0.69,0.94,0.93,0.96
127865,0.94,0.94,0.94,0.96,0.96,0.94,0.94,0.97,0.96,0.94,0.94,0.94,0.94,0.93,0.95,0.93,0.93,0.96,0.65,0.96,0.95,0.95
128012,0.85,0.87,0.24,0.86,0.9,0.86,0.84,0.91,0.93,0.74,0.68,0.85,0.9,0.9,0.88,0.88,0.93,0.85,0.8,0.9,0.85,0.86
128123,0.95,0.95,0.97,0.94,0.98,0.96,0.96,0.97,0.98,0.97,0.95,0.97,0.97,0.99,0.96,0.96,0.97,0.97,0.69,0.97,0.97,0.97
128754,0.96,0.94,0.97,0.96,0.96,0.96,0.96,0.93,0.96,0.96,0.96,0.98,0.95,0.94,0.95,0.96,0.95,0.96,0.77,0.95,0.95,0.95
128812,0.95,0.94,0.95,0.95,0.94,0.94,0.94,0.93,0.96,0.92,0.93,0.94,0.94,0.97,0.93,0.91,0.94,0.94,0.62,0.94,0.94,0.96
129073,0.97,0.98,0.98,0.97,0.99,0.98,0.99,0.99,0.99,0.98,0.96,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.73,0.98,0.97,0.98
129249,0.97,0.98,0.52,0.89,0.96,0.94,0.92,0.99,0.94,0.95,0.9,0.98,0.94,0.98,0.92,0.97,0.98,0.97,0.98,0.98,0.89,0.95
129476,0.97,0.99,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,0.99,0.99,1,1,0.99,0.99,0.99,0.76,0.99,0.99,0.99
129514,0.98,0.98,0.99,0.98,0.99,0.99,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.97,0.98,0.99,0.98,0.99,0.63,0.98,0.97,0.98
129781,0.94,0.96,0.96,0.96,0.88,0.91,0.95,0.98,0.94,0.92,0.95,0.95,0.89,0.97,0.94,0.69,0.91,0.93,0.93,0.94,0.92,0.95
129981,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.97,0.99,0.98,0.98,0.99,0.99,0.98,0.8,0.99,0.98,0.98
130181,0.92,0.95,0.95,0.96,0.95,0.94,0.96,0.56,0.94,0.94,0.95,0.96,0.93,0.95,0.94,0.93,0.92,0.94,0.96,0.96,0.95,0.93
130715,0.9,0.93,0.91,0.93,0.92,0.93,0.9,0.87,0.94,0.94,0.91,0.89,0.93,0.95,0.91,0.92,0.91,0.93,0.43,0.92,0.91,0.94
130757,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0,0.01,0.01,0.01,0.02,0.43,0.01,0.01,0.01
131294,0.92,0.92,0.93,0.91,0.94,0.94,0.9,0.94,0.94,0.93,0.87,0.87,0.94,0.95,0.95,0.91,0.95,0.92,0.71,0.93,0.94,0.95
131416,0.94,0.97,0.96,0.98,0.98,0.98,0.89,0.98,0.98,0.96,0.91,0.95,0.95,0.98,0.97,0.97,0.97,0.93,0.69,0.97,0.91,0.97
131842,0.98,0.98,0.99,0.98,0.98,0.98,0.99,0.99,0.99,0.98,0.97,0.99,0.98,0.99,0.98,0.98,0.98,0.99,0.77,0.99,0.99,0.99
131933,0.98,0.99,0.99,0.99,0.98,0.99,0.98,0.98,0.99,0.99,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.76,0.99,0.99,0.98
132098,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.98,0.98,0.99,0.98,0.66,0.98,0.99,0.99
132111,0.86,0.96,0.94,0.95,0.95,0.96,0.96,0.96,0.95,0.96,0.96,0.96,0.97,0.96,0.96,0.95,0.97,0.96,0.7,0.97,0.95,0.96
132165,0.96,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.99,0.97,0.99,0.99,0.98,0.99,0.7,0.98,0.98,0.98
132308,0.96,0.96,0.93,0.97,0.96,0.96,0.96,0.97,0.97,0.96,0.96,0.97,0.97,0.95,0.95,0.93,0.97,0.96,0.76,0.97,0.95,0.96
132413,0.94,0.92,0.95,0.94,0.95,0.94,0.95,0.94,0.93,0.96,0.9,0.94,0.94,0.95,0.93,0.92,0.91,0.95,0.7,0.94,0.91,0.95
132638,0.92,0.92,0.89,0.91,0.92,0.9,0.94,0.93,0.91,0.88,0.89,0.9,0.93,0.95,0.91,0.92,0.91,0.91,0.64,0.92,0.9,0.91
133138,0.93,0.91,0.93,0.84,0.91,0.92,0.94,0.86,0.94,0.92,0.93,0.85,0.9,0.93,0.94,0.93,0.9,0.93,0.65,0.92,0.93,0.93
133176,0.98,0.98,0.98,0.97,0.98,0.98,0.99,0.98,0.98,0.98,0.99,0.98,0.97,0.99,0.98,0.97,0.97,0.98,0.7,0.99,0.98,0.99
133188,0.92,0.94,0.94,0.93,0.93,0.95,0.94,0.94,0.94,0.93,0.95,0.94,0.93,0.97,0.93,0.93,0.93,0.94,0.7,0.94,0.96,0.94
133413,0.06,0.04,0.05,0.03,0.09,0.03,0.03,0.67,0.06,0.04,0.04,0.25,0.03,0.28,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04
133777,0.95,0.9,0.96,0.97,0.96,0.96,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.96,0.96,0.96,0.96,0.72,0.97,0.96,0.96
135205,0.04,0.06,0.04,0.04,0.05,0.05,0.04,0.56,0.03,0.06,0.05,0.04,0.04,0.04,0.06,0.05,0.04,0.03,0.05,0.03,0.04,0.03
135401,0.97,0.98,0.99,0.98,0.99,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.79,0.99,0.99,0.99
135805,0.87,0.9,0.87,0.9,0.88,0.88,0.88,0.88,0.88,0.89,0.91,0.9,0.9,0.91,0.89,0.9,0.9,0.9,0.62,0.89,0.9,0.88
