gene_symbol,adrenal gland,blood,bone marrow,brain,cecum,ganglia,heart,kidney,liver,lung,lymph nodes,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,salivary gland,skin,testis,thymus gland,thyroid gland,tongue,trachea,uterus
FGA,48.7405,13.8271,54.0106,40.5616105263158,57.149,57.75245,33.55915,69.9349,1359.7216,33.3477,37.0722,49.9671,44.916,31.8645,99.3471,34.0159,36.4156,37.2862,34.8476,47.0586,28.6257,20.9224,65.476,47.3095,29.3141
RAPGEF4,31.12395,5.0011,9.9516,64.5997894736842,4.0115,30.8597,17.242,7.5291,6.8255,8.399,3.5772,7.9679,13.6381,9.3134,9.9854,5.8383,13.8257,13.8873,23.3136,7.84163333333333,1.4658,9.7557,8.7173,9.7619,20.1582
TTLL1,31.37605,21.7398,12.1144,33.4383421052632,4.72,8.09685,24.4283,31.014,21.5893,29.9095,14.8497,32.94645,30.312,15.1877,11.79025,21.2761,31.1965,11.1229,7.4313,43.8581666666667,42.7421,33.0175,8.5359,14.02,22.9546
CTSG,65.93325,33.112,1527.9812,34.3036578947369,89.1926,42.439,60.32195,28.2177,42.0773,18.0964,90.0964,55.4856,85.1404,28.0223,49.6702,16.2858,41.1489,73.7546,82.8109,58.2830333333333,119.9625,35.4293,91.9906,32.9464,54.298
C4BPA,62.148,42.7716,67.8301,61.5719947368421,33.7572,78.567925,76.362,65.2588,889.2203,469.0472,81.6525,59.3117,89.0501,85.3834,141.57165,84.6495,87.471,62.419,107.5503,75.7825333333333,75.7971,65.0704,117.961,80.0525,62.6516
MDM4,11.02625,7.0563,6.7538,12.2888368421053,17.5339,29.471875,8.34095,2.9096,5.3227,4.472,8.1944,5.50755,3.0358,20.6671,6.10365,8.3826,2.0351,10.943,10.6606,8.94,55.8706,1.8691,17.0151,3.254,15.3502
PCDH17,135.9037,61.5884,119.6049,181.273726315789,188.1263,166.941225,145.2809,99.0973,111.3877,115.5988,78.1793,74.90015,157.7236,88.8553,132.02765,69.0396,79.6325,117.4446,158.7854,200.459233333333,69.2116,65.8783,126.9277,99.8814,106.0417
HAAO,51.8882,19.753,51.8677,34.0253052631579,51.9995,75.835675,62.71215,78.7866,458.7659,47.0281,9.7334,33.04975,48.2278,52.5069,42.15315,23.7835,52.0861,40.0424,35.1356,44.2402666666667,36.8364,39.3726,71.2006,49.0128,48.6995
SNAPC4,23.5328,43.8449,47.6748,40.9369894736842,17.1088,32.6807,34.0304,25.1853,33.5769,39.7591,26.2781,38.28815,27.9317,34.308,35.9785,26.973,32.457,18.0583,19.5791,61.9987,51.8131,44.2143,43.286,28.8471,27.5
HDAC9,19.85625,60.104,13.9986,45.5236210526316,55.5328,49.841375,30.51905,20.2918,8.2594,9.2325,59.066,19.76745,16.6509,51.8816,47.48635,7.8049,19.5503,48.7935,18.0919,16.3126333333333,6.0969,9.6593,41.3419,17.1214,55.5723
OASL,136.5526,182.9497,131.1952,112.786205263158,113.9747,161.810825,128.50095,141.4428,130.5737,149.1308,104.1558,112.7169,141.6821,123.0893,85.36765,91.9627,87.6483,120.577,117.9843,102.898066666667,84.5707,73.8252,150.529,112.4205,98.3459
FLAD1,39.1791,50.1362,51.4564,34.328652631579,56.2457,41.312775,55.38495,46.4501,71.8743,58.8653,53.3258,45.55725,37.5105,36.768,42.66945,52.9259,44.6087,34.2601,41.8681,37.8919333333333,55.7963,42.8336,40.0836,37.5921,40.8769
B9D1,20.8063,13.8309,27.8291,30.2451421052632,42.4208,29.5161,42.6662,33.9267,66.5382,19.2558,11.9103,37.6936,27.8128,13.3996,31.56215,18.1295,18.5744,16.8643,29.7597,78.1003666666667,12.2221,42.6125,16.2141,26.8409,20.1386
PCBP3,28.66585,12.6511,46.3612,29.5836947368421,48.9178,38.4173,62.5905,12.1864,25.9484,47.6052,9.5046,31.96225,36.7976,29.8488,17.0514,30.4453,46.7948,15.6865,40.329,23.3093333333333,45.0152,30.1475,26.2652,13.9056,51.0829
KIN,16.5553,43.7764,15.5643,13.7330105263158,8.3773,12.742375,9.48375,8.2754,11.4485,1.5227,24.3751,16.35895,7.8655,17.3268,17.41075,17.5764,12.4734,9.389,15.8351,11.1227,10.3456,29.3998,15.7682,11.1219,17.2616
TSPAN9,31.59595,20.1184,17.0637,38.4885263157895,22.2273,24.594,57.8215,60.9935,59.0034,47.2606,33.3494,29.85245,34.3137,30.3754,34.46825,58.7826,47.2806,30.3017,29.0877,32.1485666666667,29.7516,38.0039,25.3357,21.888,38.9626
FMO1,18.1304,5.1609,5.8515,15.1196,24.1135,43.10635,15.0261,486.0965,8.9592,12.1818,3.806,27.4165,23.4125,24.7478,18.1517,20.2436,14.7317,10.4195,28.6958,20.6634,28.4664,15.5079,64.7731,10.9059,9.1618
WRN,25.5903,17.6521,11.8888,19.9918842105263,23.7327,14.349775,30.63665,6.5939,21.7499,5.2574,21.7338,40.23695,28.9321,7.2565,32.28535,16.2367,35.0173,38.3903,12.3603,28.1159666666667,14.9767,40.5303,32.2619,14.0708,40.9005
LY75,5.85905,249.0253,23.9767,13.1907947368421,10.7063,8.246675,4.0422,7.8881,11.4944,26.0306,138.5971,10.1704,5.8416,87.9503,62.5077,2.0035,30.0148,54.0932,13.2762,9.00723333333333,284.7066,106.9392,33.6789,44.2844,13.604
NCAM2,31.0582,13.1991,30.5846,33.4789473684211,57.605,55.12115,33.5706,34.2731,27.5544,24.2514,32.4655,45.11055,30.703,25.0276,25.945,13.0164,18.4343,47.1905,44.852,34.7125666666667,20.9462,23.3462,34.6651,16.4605,34.6944
GAL3ST1,4.81875,2.5576,7.2846,10.5643789473684,4.5783,6.125325,4.95225,15.5117,5.1621,4.1354,3.2653,7.53765,5.1057,3.258,6.28725,4.6338,4.1096,2.9607,6.1754,3.19423333333333,1.8482,1.8209,4.251,2.0719,3.6517
HLA-DOB,11.96275,51.4264,38.7581,11.4195526315789,24.3526,15.30335,11.92805,11.8369,15.3832,19.8435,145.2316,12.67175,9.8433,178.1713,8.3935,9.8575,4.9762,32.0274,14.2204,11.6805333333333,59.8219,7.0304,10.633,18.2908,11.9994
XPA,22.0257,36.9713,10.4823,32.4117105263158,14.2219,12.1867,11.75835,13.4051,15.0505,24.4918,46.3377,18.2834,14.489,12.1929,19.05175,25.6763,38.4836,9.2091,31.1225,30.1222666666667,23.6229,53.6987,23.9867,35.6665,21.5741
ASB9,43.76365,14.7291,38.2407,28.1148263157895,87.8909,58.222875,27.6809,53.5258,43.6947,29.9897,19.9036,38.5755,32.6808,23.5137,22.62725,23.5622,20.6532,40.3368,46.986,73.1720333333333,15.4228,30.1716,29.7,24.9767,39.0599
FXYD2,33.53725,14.7063,28.1033,36.491552631579,51.7073,28.932675,51.3288,2239.3258,35.7565,20.0358,28.1187,53.30535,41.7422,18.4622,301.9854,35.5216,23.9882,181.483,36.9769,35.2959,107.535,6.3069,36.3088,20.9855,51.0947
MTTP,9.7899,16.4875,35.6931,16.6859526315789,27.9657,40.7186,25.43425,31.8075,70.9853,12.8871,14.2881,29.4465,33.6928,25.2579,19.59255,5.7031,3.8339,30.1299,32.6239,15.8953666666667,12.1938,6.7651,15.4848,20.261,12.2177
CYP27B1,59.01545,36.5602,44.3974,21.8544842105263,110.4281,65.958475,45.35745,116.9519,15.0046,28.1143,54.6984,22.3257,92.3159,50.0058,59.2665,32.1169,43.0002,113.2408,53.8129,51.9566333333333,10.8767,67.6389,57.7449,46.3944,37.06
AP3B2,24.61445,33.5687,44.5831,101.2849,53.1684,33.554825,43.8013,37.1355,14.0525,11.4926,23.9592,40.3875,42.8002,24.5998,25.8155,20.2313,12.8279,38.5048,48.4873,52.2500666666667,18.3332,26.4213,47.5653,32.8447,36.9597
ACAN,103.729,74.8027,115.9604,89.0340631578947,84.6911,89.73245,76.9916,100.7348,128.7096,70.5422,90.1519,118.03195,110.6534,94.9929,110.97925,104.2416,59.5045,68.0296,81.2088,86.1966,65.1045,75.3808,110.4756,259.8042,101.9691
MMP10,16.4823,7.6043,7.6296,8.22391578947369,23.4405,9.792875,7.2987,12.6304,12.24,12.4863,7.3209,20.90395,19.8247,6.9932,25.1035,5.7892,6.3155,14.8033,6.4304,27.5866666666667,10.898,7.1148,31.6724,37.2934,293.9256
BCL2A1,8.8113,483.6183,104.306,14.4085210526316,11.3262,18.02205,18.1726,17.1555,4.405,30.4545,61.6241,6.8668,4.1857,43.4404,22.43465,10.6688,9.6373,25.8934,9.1498,15.1876,6.7555,10.009,18.4435,23.1209,32.9717
APOM,78.00685,65.539,104.9429,65.6918473684211,95.3649,106.74255,96.771,745.3178,897.5142,74.1487,63.9743,68.4292,122.2369,73.8569,57.7738,69.5927,77.5777,95.4033,113.3811,91.8925333333333,73.2373,75.3024,94.9946,93.7484,85.4292
TPSAB1,40.7916,18.4331,79.496,33.0659473684211,65.9505,45.6399,56.9721,49.5184,53.7093,485.1336,88.1373,48.33855,53.9544,67.0528,43.7271,38.0216,80.4098,43.0718,92.2799,46.9589666666667,109.8166,29.1321,61.2159,87.5722,86.6043
DENND4C,39.21685,49.9649,34.4325,36.2656736842105,11.6716,46.66875,34.8775,26.8668,52.9751,23.7224,45.9009,45.01885,47.2849,38.4217,65.00115,32.3504,58.7692,35.0044,38.6955,26.8593,55.9981,56.6894,41.852,38.0434,48.1568
CD86,26.1051,106.7121,47.9623,24.2240368421053,49.396,47.7955,45.22475,41.8967,52.6463,34.7128,30.6145,27.03735,45.192,39.5351,21.5365,18.8219,36.6935,38.6411,25.9732,26.2809,21.3427,29.9626,29.6017,11.5922,38.9753
UBFD1,38.7297,29.1614,43.8932,37.6345157894737,41.1604,37.03385,38.92835,34.5754,25.501,28.7074,35.3356,57.4892,37.6255,38.4546,34.7401,63.8773,42.672,38.423,26.694,43.9236,68.1069,29.0381,26.2539,38.6281,34.128
TFAP4,24.5132,46.7451,67.087,48.851552631579,66.1772,58.527325,51.7919,39.7051,19.3753,29.9576,12.9571,39.6964,34.1067,15.4016,36.02725,25.578,34.282,35.217,55.9186,40.6226666666667,15.0617,47.9586,61.5764,57.1985,57.1829
PCNX2,25.79575,13.4656,23.3,53.0429421052632,23.0774,34.103425,26.59325,26.6464,27.78,19.3252,29.9282,27.80755,23.3588,31.0884,28.55425,12.0781,29.0563,17.3441,28.2992,25.8546333333333,22.6386,29.4561,38.0016,27.8832,30.3858
BUD31,33.9767,106.3695,41.7105,45.6887105263158,30.888,24.16735,27.69925,28.9687,39.7141,68.4505,39.7968,72.785,29.6105,50.195,45.2462,51.5308,70.4088,44.6224,46.8774,92.5371,56.6991,49.4419,35.0052,51.0529,49.5549
SYNGR3,7.1992,7.3532,2.9987,361.863747368421,18.632,27.8518,7.5851,12.5076,12.8136,4.7285,6.8841,6.66855,2.9898,7.1249,5.5429,239.7766,7.5759,6.2975,3.6354,33.9995,4.9498,3.0992,9.9416,3.3811,4.6369
CD38,25.816,43.5252,111.2058,28.2464368421053,15.4883,32.693,27.07675,19.007,13.3413,42.2676,155.6514,34.27175,57.6572,116.6966,22.5186,20.8336,194.8207,56.8903,57.4577,18.5776666666667,273.7874,15.8455,14.7706,19.6763,18.5005
TNNT3,32.3004,30.0749,38.2009,33.8354315789474,17.4808,40.71385,86.72455,41.6511,52.413,51.6444,42.1573,573.82515,41.1443,40.7418,36.7422,107.5479,37.1575,44.2626,41.8965,47.2700333333333,33.7561,145.8898,463.3989,45.4919,46.0153
TYRP1,29.5788,21.3059,15.9226,37.5966894736842,69.7991,57.5656,40.87505,62.1035,36.0662,19.6672,26.9333,29.18735,35.0037,14.7928,22.21735,14.8355,28.7938,24.8139,72.443,30.5551,12.555,24.4677,22.0143,17.9222,33.6384
SDS,64.04235,35.1673,56.0076,54.082352631579,37.1488,54.331125,68.03185,40.0546,1412.754,46.5954,42.5733,42.31195,41.4663,40.4456,40.1143,45.6126,52.4931,57.4792,34.3802,40.5937,23.3679,48.441,44.0625,41.1575,37.1544
GFRA1,24.18845,8.7918,10.6018,17.7651263157895,45.0745,31.763725,14.44335,17.864,18.8246,15.1471,8.7351,8.90885,26.1493,14.875,16.83235,12.451,14.6529,16.8479,29.8289,22.5138333333333,16.5275,16.1108,18.6248,12.7362,20.2526
SCGN,10.5098,17.6293,17.8333,22.0623315789474,29.3383,32.111225,16.08135,8.7478,25.6731,16.5737,12.4787,11.9062,10.9473,7.6514,268.41025,15.1059,13.5631,29.0831,26.0991,10.1865,6.2031,19.1859,12.6848,8.6688,14.896
MAP2K6,52.34115,54.6234,70.2251,49.2105842105263,68.3733,68.729925,66.74015,45.2787,56.5198,43.8865,51.0796,79.92325,64.2923,55.4852,58.1293,35.3495,30.1658,49.914,66.2157,46.2187666666667,50.2305,50.274,63.9286,45.8097,70.2205
HSD17B6,9.4772,5.5948,7.7092,32.2855052631579,52.4777,13.671175,22.38365,10.9489,1034.489,180.1383,10.7941,7.80755,13.5461,7.0673,5.7139,11.523,56.1038,13.2902,10.179,42.9231,3.3565,121.9647,9.8792,5.1669,72.7809
IPO8,34.2903,33.6829,35.3613,45.6175631578947,78.4332,56.91555,53.29125,46.8469,26.0516,37.6834,35.7308,47.5645,59.5431,49.7261,32.86235,37.5496,60.1084,21.0844,71.1305,54.6990666666667,63.8582,36.2735,30.4481,42.3269,41.4079
PHTF1,51.29445,42.863,48.064,52.0501157894737,50.6003,60.5045,48.78155,50.7264,52.7036,27.1205,38.0879,64.4869,48.7874,34.6536,41.65255,41.5647,35.6169,57.9208,61.0868,88.6029666666667,35.7884,37.2462,37.4953,59.6348,50.8705
ATP6V0A2,14.5989,18.4818,21.7299,16.389452631579,32.3049,30.083975,20.4202,18.4938,22.5376,22.7233,19.9798,13.0894,26.6552,18.5389,9.2155,13.7538,16.8543,20.899,32.6522,22.1449,29.9747,10.4833,21.6024,15.469,9.6062
ANKRD26,29.2567,18.44,14.8743,29.1114789473684,51.7781,48.614925,27.9673,22.6582,21.5778,10.2023,19.1029,28.18645,26.8622,22.7321,19.59805,10.9269,18.1586,49.047,25.4429,23.3017,10.9404,13.4277,29.8133,9.3424,30.491
IL17RA,62.5214,562.7447,340.5569,73.729452631579,91.2825,99.488825,63.19985,79.0228,127.2642,245.4952,130.8187,84.62745,45.997,94.3512,78.821,94.1137,119.5998,61.8629,58.7797,58.2407333333333,429.5029,72.4143,71.688,85.0606,63.2474
TRPM2,122.82005,83.4195,183.7993,116.964157894737,35.3069,107.9059,102.6491,138.8969,134.3421,79.6305,90.4292,60.69245,105.494,86.6339,103.89935,104.1802,69.1812,124.4619,90.11,84.1954,44.2504,55.3146,70.7018,75.108,50.8351
CDS1,15.82755,4.3617,13.9123,23.4826052631579,20.1551,18.365025,18.9768,18.0529,9.0624,16.4214,9.9414,21.7802,6.9915,6.006,8.3463,35.921,29.8967,6.8455,23.1908,15.9175333333333,7.977,48.7304,9.3124,35.6855,9.3269
LRP2,23.6893,13.2905,25.4097,30.5374736842105,38.2026,61.88565,33.1446,204.3257,14.844,23.7064,31.5296,54.12205,30.128,34.8346,17.9266,58.1005,24.4609,26.4823,66.4848,31.5328333333333,16.8462,119.2515,22.1163,12.2278,28.736
PTPRD,29.8635,18.3144,42.009,114.430436842105,69.2736,45.629675,39.85825,51.3436,22.3617,14.7464,24.7564,28.78405,47.2772,25.9052,24.39165,24.2259,22.0888,36.5093,31.8119,27.1811,23.3963,29.9626,35.7382,21.3033,34.5921
COMP,5.35105,1.3702,3.6755,3.07144736842105,3.0374,15.285675,38.76375,3.1836,8.9592,28.9478,2.371,24.84955,2.9438,2.5669,5.8035,14.9215,3.5451,3.5495,4.7401,21.6198333333333,1.3808,2.6168,26.9907,10.6771,5.7401
ZMYND10,39.68345,30.5887,46.3015,30.3707315789474,39.2963,39.360325,49.4853,38.3164,28.6729,40.1038,27.9524,37.35385,28.5181,30.1861,36.1991,27.3909,23.9094,23.9142,36.8211,285.298066666667,12.385,36.5448,32.8967,44.5513,30.7477
BST1,5.06575,189.652,144.7095,6.06494210526316,6.8807,9.8723,14.1325,6.1121,5.3457,4.5361,6.0938,36.21505,4.8757,4.1959,6.46185,4.1421,5.8822,8.473,16.7038,5.95126666666667,4.2062,7.151,12.2881,5.4656,9.0792
SLC25A40,51.82155,25.1195,70.9748,55.1246736842105,66.9564,99.2011,51.10435,30.9573,33.7605,24.62,35.4604,43.3564,62.4639,47.406,38.87225,37.5619,32.5226,48.0574,63.6332,46.847,35.1581,22.8518,99.4949,43.0514,61.6782
PCDHGA1,220.87555,56.1352,91.7059,504.259947368421,154.3638,148.71,149.84075,152.5721,162.9771,493.5775,123.7349,180.42025,181.8674,94.2557,154.79765,279.5288,260.8927,109.2202,151.1936,155.8678,159.7645,340.305,163.0687,253.6996,241.6357
ITGB7,20.75705,105.9585,19.1999,14.5751263157895,7.4032,21.5102,39.8965,9.2107,5.0245,19.2665,90.2628,23.8108,10.3493,49.5451,20.0536,4.7198,6.2367,22.851,26.1936,9.4835,9.7296,5.511,11.0865,22.5108,8.6485
POMC,10.9225,4.6357,6.8467,256.986184210526,4.5871,7.1389,8.4163,7.9731,5.0933,5.4818,7.612,8.4967,5.4046,7.0755,9.31125,3.7857,5.5145,10.0433,6.0054,26.5830666666667,8.5612,4.4136,4.421,7.5629,5.864
GFRA2,13.5026,7.1933,7.1121,18.3473421052632,15.8248,18.27055,8.9782,11.1237,10.4849,11.3643,7.5288,11.02855,6.1406,7.6021,7.0854,8.2966,7.0967,8.1459,10.0563,12.3019666666667,6.0332,33.934,20.7673,6.724,12.0908
CNTFR,60.9571,40.0541,53.6988,49.9966894736842,52.8231,56.15945,42.1951,46.0439,72.2127,17.3751,47.5232,11.2315,40.9603,22.6581,37.07575,47.9971,54.0293,64.1693,66.2393,42.8228666666667,20.5001,53.3973,59.842,64.8631,25.7981
PKP1,22.3103,27.7684,36.1177,31.6870842105263,29.8519,44.998575,33.62665,35.8885,38.6129,25.1811,23.3248,28.80955,35.4062,52.2025,34.5076,31.2073,48.6526,31.8883,182.6656,21.8231666666667,30.9838,23.6115,393.1165,35.1707,23.8985
SCGB1A1,35.1745,21.8083,45.6446,24.7264842105263,54.6384,40.0412,37.54195,29.6631,30.2158,2712.437,57.4438,34.10045,41.8802,31.0664,49.01485,5.2852,131.154,28.347,57.2878,17.4731333333333,69.9551,31.3775,15.3941,1277.2687,30.0102
TEP1,3.94355,4.6357,4.1929,4.49209473684211,8.1205,4.647825,4.4864,3.0986,6.011,2.0196,4.2012,4.16505,2.7598,13.4599,3.5511,2.9376,4.8449,2.7644,2.8894,2.56253333333333,3.6964,3.0268,5.4412,2.4532,5.1325
TENM1,8.0379,12.4456,2.8528,23.5253526315789,5.0211,7.683375,10.62675,10.9678,1.8813,1.2022,9.4838,9.329,5.6346,6.4831,2.48145,2.3968,11.9613,7.0172,12.2375,5.4644,9.8145,1.1818,3.6275,1.3601,10.8549
OSMR,32.7067,15.0945,26.9887,31.8679315789474,30.4452,58.664175,63.4439,21.5955,44.1651,38.0361,36.4795,94.69875,96.6856,33.6169,35.39815,87.4027,26.6011,29.2139,86.4085,20.0494666666667,32.1415,21.248,36.6262,49.267,41.9034
ABLIM3,11.8116,8.8375,8.6778,43.4689368421053,18.2689,22.32935,43.24265,27.462,38.1081,43.9025,48.9582,51.01835,9.0614,8.4248,11.3286,116.1518,6.2498,7.4752,9.282,13.3545333333333,10.3669,3.4368,34.4724,12.2151,9.3564
NCOA2,42.18765,103.9147,45.1139,38.2284736842105,59.5488,42.079625,43.50845,30.5818,28.1165,32.5422,36.7343,27.933,30.1223,37.4097,32.29175,48.8636,50.3891,41.8826,50.9873,43.0738666666667,45.3179,31.9865,45.8848,36.2639,40.3283
BLM,80.79645,51.7461,119.5651,79.6956684210526,88.2893,122.335625,92.99455,101.563,62.8635,67.0159,95.6495,118.16125,101.7223,144.538,72.6628,61.8124,46.6635,161.3637,120.1844,98.1826333333333,100.0998,77.9012,99.8463,121.96,71.837
AFF3,5.94815,4.6585,5.0687,6.84967368421053,14.5142,9.217475,6.52525,5.3516,3.9634,5.1292,2.9533,5.19535,4.5997,4.9858,4.80705,3.7242,4.2212,2.8298,11.0572,6.93933333333333,6.5855,2.5806,17.2645,3.2603,6.5837
PGAM2,7.0132,3.197,6.1833,11.8518526315789,12.8405,15.731875,393.42585,7.7936,16.5189,3.0134,4.0348,246.8831,6.2326,6.4667,3.85035,3.2572,7.3921,12.7095,18.9323,94.0696,14.8705,46.5477,117.5076,2.7582,13.6807
KCNQ2,16.79225,8.2894,10.9689,92.3548736842105,11.4797,21.09795,20.36595,16.6075,14.7217,18.5612,10.5445,13.29935,12.1202,11.3702,16.88995,11.1604,14.7448,16.0846,19.9489,22.9117,10.7351,17.6584,16.1801,20.3881,10.5698
FABP3,28.37155,18.2801,31.049,39.4390842105263,28.0897,55.5798,126.09575,80.6382,24.3826,20.0599,24.0632,70.52,41.9032,32.5556,15.45245,14.9953,25.8658,38.3413,33.6673,22.7126,14.4456,28.2904,73.9042,24.3666,32.5381
ZNF107,6.7101,17.5151,2.5609,8.78365263157895,15.0544,25.7964,9.51,5.073,3.0743,3.6866,28.2435,5.47725,11.4762,27.068,11.7343,4.2036,7.182,16.6516,21.4251,11.0767666666667,8.4125,17.1479,13.3083,8.7196,11.4271
RBM42,66.79005,107.5798,72.6466,81.8401736842105,78.5926,63.1353,108.8593,91.5021,118.5,184.2977,81.2989,79.26575,60.026,82.4051,73.20775,150.4811,152.7132,61.0778,69.2042,88.8587,134.7268,147.6745,86.4133,49.0255,59.9261
DTNA,30.1244,22.0214,43.1214,63.9936052631579,39.2166,43.9918,39.2889,29.1026,44.0045,32.9363,30.7913,38.09225,46.1235,25.8476,26.15265,18.7748,27.472,35.3015,37.4947,31.2807333333333,29.9499,29.014,31.8651,22.1846,35.7661
TNNI3,41.2792,35.8295,62.3235,33.3365368421053,51.4239,41.05585,4095.2648,38.8454,49.6713,60.1556,23.3768,35.4149,42.3402,72.0222,43.3696,38.791,31.2228,38.7175,26.1275,56.1489333333333,44.1229,29.8581,40.0496,41.5134,40.2693
STAC,104.6204,89.2198,86.8443,96.9807052631579,183.1672,222.052375,99.89845,118.5767,132.8967,128.566,76.8066,99.9643,123.0189,104.1746,88.43445,69.5559,122.5146,113.6334,101.9792,94.9361333333333,90.6251,83.7256,87.3995,97.1867,137.9751
DOC2A,31.53965,14.5921,32.1768,68.0300473684211,71.5082,51.617025,26.6772,28.0099,32.3609,22.1196,21.7546,46.5897,41.0753,46.9946,16.8589,11.775,45.6262,29.3448,31.5097,48.1908333333333,25.8959,30.2319,29.5186,19.1806,54.2627
ADAM17,45.6491,68.9339,41.6507,40.3480578947368,46.1755,46.6915,32.90415,28.6271,29.2178,40.3923,55.2669,52.98835,53.8394,56.0885,36.75305,74.1241,31.7348,47.2232,61.7604,50.6713,38.8333,41.7724,43.1065,38.0857,42.3891
CBLN1,11.7689,5.5034,48.0728,91.7605210526316,18.2069,39.3369,16.143,11.544,7.7088,27.5854,15.5568,14.44335,39.6264,8.6552,20.3635,5.2483,24.1458,13.0858,39.4603,49.4078333333333,47.7556,14.2055,58.6178,25.3072,28.848
RNF126,39.99325,61.086,35.8125,36.1073842105263,9.7278,24.75365,56.1716,25.0247,37.6607,57.1102,40.3999,36.1982,20.8481,30.7703,25.7987,47.4133,49.9919,29.9091,14.4895,94.3270666666667,44.5584,51.3834,35.1469,42.6892,27.7242
CYP1A1,46.46355,26.2613,62.5093,35.0132842105263,83.0557,28.20905,50.1385,84.1335,86.1505,1338.587,35.4188,19.22285,42.1562,29.1906,36.2319,22.837,29.4896,68.4221,39.1959,24.0098333333333,69.4878,35.5017,24.0434,126.9553,23.1669
BPHL,39.39495,20.4838,12.1542,31.9875210526316,8.5278,20.886425,29.25905,172.6693,95.3392,34.7341,33.5886,11.8825,25.3673,26.8705,56.2777,14.098,54.607,7.8351,8.1206,14.8964666666667,43.3794,40.6991,35.0845,29.006,19.7984
SH3GL2,20.3319,3.06,11.3183,296.804868421053,5.7472,46.480475,10.6579,55.4529,19.2491,10.7232,16.9503,9.63945,26.1033,4.3111,52.0735,4.855,5.7246,19.0561,7.6296,27.2541333333333,2.8254,16.4726,6.8695,10.6389,16.9667
GSTM5,163.9634,98.4455,149.6056,161.268357894737,228.7907,197.553825,216.8877,148.646,180.2967,160.8959,127.595,129.4833,199.3968,107.2023,95.54015,103.5533,119.3766,155.9822,159.7202,155.9453,146.2196,119.4082,203.0707,151.1948,212.7086
CRP,10.94535,15.3,12.2073,9.33347894736842,13.757,28.00245,22.1212,14.7985,41.389,9.1844,15.9832,18.9957,18.1228,15.9857,96.22445,9.5072,25.0911,11.5727,7.6343,12.0408,5.0347,10.4913,16.352,5.9868,10.6455
F2,13.3016,6.5539,15.206,14.0592947368421,14.9747,15.10175,30.04635,12.8949,3423.2391,15.676,17.1375,8.4542,23.6424,19.4001,21.56725,19.4815,21.6249,10.1087,16.175,18.5636333333333,17.7809,20.9224,35.98,23.8581,14.0937
ITIH3,33.42875,30.3261,31.7655,26.2195368421053,9.4045,65.94595,50.5747,24.8546,1419.786,43.3736,25.415,25.52505,30.979,28.6476,21.1257,19.4324,27.1919,31.6839,23.5496,48.6557666666667,14.127,32.6075,48.7102,10.9567,27.2021
F8,81.4273,73.2347,58.2898,87.1875789473684,138.4115,90.989075,87.5038,82.3764,52.4015,58.3764,122.0004,71.47965,111.3816,62.3633,75.88475,44.0516,72.1616,86.8567,76.22,74.5465666666667,44.1442,93.6502,93.929,73.4683,76.586
ENTPD5,25.3836,32.3584,61.9653,27.8371421052632,38.0167,45.12025,56.88,99.0879,180.3081,47.9578,21.1722,30.1297,70.7893,26.2452,49.89325,24.4472,59.2025,17.7476,57.2594,50.0397666666667,15.2529,32.5472,64.1157,43.9793,35.8388
CD8A,74.5682,275.3322,336.8549,86.2067947368421,80.0803,68.117975,104.6347,110.4335,158.5468,143.1682,240.7147,59.3231,63.8668,122.39,50.3982,70.7604,129.1714,97.8814,46.9577,77.8100333333333,1514.2854,86.861,74.2726,111.7405,54.1624
SULT2B1,73.55285,55.2172,53.4732,70.2220473684211,85.0748,105.3611,80.7721,79.1456,59.3418,98.0795,61.3746,88.16025,89.1881,104.0923,68.38295,125.2596,138.2573,70.5813,140.6652,53.6095333333333,46.7147,39.9756,257.4035,78.3366,51.8852
DUS4L,8.71055,14.2724,16.4201,16.8108421052632,20.837,22.699275,11.08905,10.9536,17.6029,8.1746,20.7875,22.1632,13.3276,14.9738,17.0063,3.5399,13.6222,10.5995,15.1222,15.2413666666667,13.6171,16.3158,17.786,22.2185,18.1554
DDX18,43.05455,65.2364,32.7806,46.3042263157895,45.0479,38.46415,30.0149,42.2061,36.6627,24.1192,50.2373,62.2676,67.6903,65.7776,66.0149,33.7485,52.9888,48.6954,34.5927,51.8042666666667,47.0014,58.5917,50.3851,50.2426,52.6462
